protID	subSys	CN04	CN22	CN38	CN78	hGR
A2P2R3	Alanine, aspartate and glutamate metabolism	0	0	0	0	0
A2P2R3	Amino sugar and nucleotide sugar metabolism	0	0	0	0	0
A2P2R3	Biosynthesis of antibiotics	0	0	0	0	0
O13525	Ubiquinone and other terpenoid-quinone biosynthesis	0	0	0	0	0
O13525	Biosynthesis of secondary metabolites	0	0	0	0	0
P00044	Oxidative phosphorylation	0	0	0	0	0
P00044	Pyruvate metabolism	0	0	0	0	0
P00044	Sulfur metabolism	0	0	0	0	0
P00045	Oxidative phosphorylation	0	0	0	0	0
P00045	Pyruvate metabolism	0	0	0	0	0
P00045	Sulfur metabolism	0	0	0	0	0
P00127	Oxidative phosphorylation	1	1	1	1	0.99457454153875
P00127	Sulfur metabolism	1	1	1	1	0.99457454153875
P00128	Oxidative phosphorylation	1	1	1	1	0.99457454153875
P00128	Sulfur metabolism	1	1	1	1	0.99457454153875
P00163	Oxidative phosphorylation	1	1	1	1	0.99457454153875
P00163	Sulfur metabolism	1	1	1	1	0.99457454153875
P00175	Pyruvate metabolism	0	0	0	0	0
P00175	Sulfur metabolism	0	0	0	0	0
P00330	Gluconeogenesis	0	0	0.000358308004887698	0.00989651599981011	0.0171616128891665
P00330	Glycolysis	0	0	0.000358308004887698	0.00989651599981011	0.0171616128891665
P00330	Fatty acid degradation	0	0	0.000358308004887698	0.00989651599981011	0.0171616128891665
P00330	Tyrosine metabolism	0	0	0.000358308004887698	0.00989651599981011	0.0171616128891665
P00330	Biosynthesis of secondary metabolites	0	0	0.000358308004887698	0.00989651599981011	0.0171616128891665
P00330	Biosynthesis of antibiotics	0	0	0.000358308004887698	0.00989651599981011	0.0171616128891665
P00330	Carbon metabolism	0	0	0.000358308004887698	0.00989651599981011	0.0171616128891665
P00331	Gluconeogenesis	0.00804374929649895	0.0414650451881978	0	0	0
P00331	Glycolysis	0.00804374929649895	0.0414650451881978	0	0	0
P00331	Fatty acid degradation	0.00804374929649895	0.0414650451881978	0	0	0
P00331	Tyrosine metabolism	0.00804374929649895	0.0414650451881978	0	0	0
P00331	Biosynthesis of secondary metabolites	0.00804374929649895	0.0414650451881978	0	0	0
P00331	Biosynthesis of antibiotics	0.00804374929649895	0.0414650451881978	0	0	0
P00358	Gluconeogenesis	0	0	0	0	0
P00358	Glycolysis	0	0	0	0	0
P00358	Biosynthesis of secondary metabolites	0	0	0	0	0
P00358	Biosynthesis of antibiotics	0	0	0	0	0
P00358	Carbon metabolism	0	0	0	0	0
P00358	Biosynthesis of amino acids	0	0	0	0	0
P00359	Gluconeogenesis	0.153254675988746	0	0.274973551123489	0.781925312148334	1
P00359	Glycolysis	0.153254675988746	0	0.274973551123489	0.781925312148334	1
P00359	Biosynthesis of secondary metabolites	0.153254675988746	0	0.274973551123489	0.781925312148334	1
P00359	Biosynthesis of antibiotics	0.153254675988746	0	0.274973551123489	0.781925312148334	1
P00359	Carbon metabolism	0.153254675988746	0	0.274973551123489	0.781925312148334	1
P00359	Biosynthesis of amino acids	0.153254675988746	0	0.274973551123489	0.781925312148334	1
P00360	Gluconeogenesis	0	0.599774704162491	1	1	1
P00360	Glycolysis	0	0.599774704162491	1	1	1
P00360	Biosynthesis of secondary metabolites	0	0.599774704162491	1	1	1
P00360	Biosynthesis of antibiotics	0	0.599774704162491	1	1	1
P00360	Carbon metabolism	0	0.599774704162491	1	1	1
P00360	Biosynthesis of amino acids	0	0.599774704162491	1	1	1
P00401	Oxidative phosphorylation	1	0.96037935156514	1	0.705850230846271	1
P00401	Sulfur metabolism	1	0.96037935156514	1	0.705850230846271	1
P00410	Oxidative phosphorylation	1	0.96037935156514	1	0.705850230846271	1
P00410	Sulfur metabolism	1	0.96037935156514	1	0.705850230846271	1
P00420	Oxidative phosphorylation	1	0.96037935156514	1	0.705850230846271	1
P00420	Sulfur metabolism	1	0.96037935156514	1	0.705850230846271	1
P00425	Oxidative phosphorylation	0.706682627074814	0.777789687966367	0.808913469380509	0.569662176714704	0.985942384485706
P00425	Sulfur metabolism	0.706682627074814	0.777789687966367	0.808913469380509	0.569662176714704	0.985942384485706
P00427	Oxidative phosphorylation	0.706682627074814	0.777789687966367	0.808913469380509	0.569662176714704	0.985942384485706
P00427	Sulfur metabolism	0.706682627074814	0.777789687966367	0.808913469380509	0.569662176714704	0.985942384485706
P00431	Sulfur metabolism	0	0	0	0	0
P00498	Histidine metabolism	0.151519282678895	0.0984929786182962	0.119631839088361	0.0995305341662652	0.372083402325966
P00498	Biosynthesis of secondary metabolites	0.151519282678895	0.0984929786182962	0.119631839088361	0.0995305341662652	0.372083402325966
P00498	Biosynthesis of amino acids	0.151519282678895	0.0984929786182962	0.119631839088361	0.0995305341662652	0.372083402325966
P00549	Gluconeogenesis	0.0194826091626414	0.0257236091615861	0.0491569834963309	0.102752352329946	0.286278922946642
P00549	Glycolysis	0.0194826091626414	0.0257236091615861	0.0491569834963309	0.102752352329946	0.286278922946642
P00549	Purine metabolism	0.0194826091626414	0.0257236091615861	0.0491569834963309	0.102752352329946	0.286278922946642
P00549	Pyruvate metabolism	0.0194826091626414	0.0257236091615861	0.0491569834963309	0.102752352329946	0.286278922946642
P00549	Biosynthesis of secondary metabolites	0.0194826091626414	0.0257236091615861	0.0491569834963309	0.102752352329946	0.286278922946642
P00549	Biosynthesis of antibiotics	0.0194826091626414	0.0257236091615861	0.0491569834963309	0.102752352329946	0.286278922946642
P00549	Carbon metabolism	0.0194826091626414	0.0257236091615861	0.0491569834963309	0.102752352329946	0.286278922946642
P00549	Biosynthesis of amino acids	0.0194826091626414	0.0257236091615861	0.0491569834963309	0.102752352329946	0.286278922946642
P00560	Gluconeogenesis	0.00410813022515966	0.00517410695292548	0.0128611182171505	0.0259619417135991	0.0459376374977015
P00560	Glycolysis	0.00410813022515966	0.00517410695292548	0.0128611182171505	0.0259619417135991	0.0459376374977015
P00560	Biosynthesis of secondary metabolites	0.00410813022515966	0.00517410695292548	0.0128611182171505	0.0259619417135991	0.0459376374977015
P00560	Biosynthesis of antibiotics	0.00410813022515966	0.00517410695292548	0.0128611182171505	0.0259619417135991	0.0459376374977015
P00560	Carbon metabolism	0.00410813022515966	0.00517410695292548	0.0128611182171505	0.0259619417135991	0.0459376374977015
P00560	Biosynthesis of amino acids	0.00410813022515966	0.00517410695292548	0.0128611182171505	0.0259619417135991	0.0459376374977015
P00572	Pyrimidine metabolism	0	0	0	0	0
P00635	Thiamine metabolism	0	0	0	0	0
P00635	Riboflavin metabolism	0	0	0	0	0
P00635	Cell cycle - yeast	0	0	0	0	0
P00724	Galactose metabolism	0	0	0	0	0
P00724	Starch and sucrose metabolism	0	0	0	0	0
P00812	Arginine biosynthesis	0	0	0	0	0
P00812	Arginine and proline metabolism	0	0	0	0	0
P00812	Biosynthesis of secondary metabolites	0	0	0	0	0
P00812	Biosynthesis of antibiotics	0	0	0	0	0
P00812	Biosynthesis of amino acids	0	0	0	0	0
P00815	Histidine metabolism	0.00858695506000613	0.010601630027478	0.00765826121008172	0.00667191661680118	0.0156381569187171
P00815	Biosynthesis of secondary metabolites	0.00858695506000613	0.010601630027478	0.00765826121008172	0.00667191661680118	0.0156381569187171
P00815	Biosynthesis of amino acids	0.00858695506000613	0.010601630027478	0.00765826121008172	0.00667191661680118	0.0156381569187171
P00817	Oxidative phosphorylation	0.000358063627032389	0.000452356921506766	0.000625019806596147	2.0649974908886e-05	0.00326537824015927
P00830	Oxidative phosphorylation	0.059918179682378	0.0688824856944129	0.0620878730136844	0.551176800585737	1
P00854	Oxidative phosphorylation	0.584198276992669	0.671599665927153	0.605352643037679	0.551176800585737	1
P00856	Oxidative phosphorylation	0.584198276992669	0.671599665927153	0.605352643037679	0.551176800585737	1
P00890	Citrate cycle (TCA cycle)	0	0	0.0291869785262803	0.0172351340781611	0.0797921275092382
P00890	Glyoxylate and dicarboxylate metabolism	0	0	0.0291869785262803	0.0172351340781611	0.0797921275092382
P00890	Biosynthesis of secondary metabolites	0	0	0.0291869785262803	0.0172351340781611	0.0797921275092382
P00890	Biosynthesis of antibiotics	0	0	0.0291869785262803	0.0172351340781611	0.0797921275092382
P00890	Carbon metabolism	0	0	0.0291869785262803	0.0172351340781611	0.0797921275092382
P00890	2-Oxocarboxylic acid metabolism	0	0	0.0291869785262803	0.0172351340781611	0.0797921275092382
P00890	Biosynthesis of amino acids	0	0	0.0291869785262803	0.0172351340781611	0.0797921275092382
P00899	Phenylalanine, tyrosine and tryptophan biosynthesis	0.864297038889755	0.989997581417587	0.989997581417587	0.989997581417587	0.989997581417587
P00899	Biosynthesis of secondary metabolites	0.864297038889755	0.989997581417587	0.989997581417587	0.989997581417587	0.989997581417587
P00899	Biosynthesis of antibiotics	0.864297038889755	0.989997581417587	0.989997581417587	0.989997581417587	0.989997581417587
P00899	Biosynthesis of amino acids	0.864297038889755	0.989997581417587	0.989997581417587	0.989997581417587	0.989997581417587
P00912	Phenylalanine, tyrosine and tryptophan biosynthesis	0	0	0	0	0
P00912	Biosynthesis of secondary metabolites	0	0	0	0	0
P00912	Biosynthesis of antibiotics	0	0	0	0	0
